Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,Pclass,Age,SibSp,Parch,LogFare,Survived
0,1,0,1,0,0,3,-0.635301179,0,0,2.174751721,0
0,0,0,0,1,0,1,1.436528077,1,0,4.353230991,1
0,1,0,0,1,0,2,-0.043349963,1,0,3.295836866,1
0,0,0,1,0,0,1,2.620430509,0,1,4.142804513,0
0,1,0,1,0,0,1,0.104637841,0,0,3.597312261,1
0,1,1,0,0,0,2,-0.635301179,0,0,2.442347035,1
0,0,0,1,0,0,3,-0.117343865,0,0,2.107688805,0
0,1,1,0,0,0,2,-1.819203611,1,2,3.358637767,1
0,1,0,0,0,0,3,-1.375240199,5,2,3.869115504,0
0,0,0,1,0,0,3,-0.561307277,0,0,2.107688805,0
0,1,1,0,0,0,1,0.622595155,0,0,4.394449155,1
0,1,0,1,0,0,1,1.140552469,1,0,4.436455633,0
0,1,0,0,0,0,3,-1.893197513,3,2,3.363841595,0
0,0,0,1,0,0,1,-0.857282885,0,0,3.357621599,0
0,0,0,0,0,0,3,0.622595155,1,1,2.787834414,1
0,1,0,0,1,0,2,-0.043349963,0,0,2.442347035,1
0,1,0,1,0,0,3,-0.783288983,0,0,2.214660572,0
0,1,1,0,0,0,3,-0.931276787,4,2,2.188856328,1
0,1,0,1,0,0,3,-0.265331669,2,0,2.268252414,0
0,1,0,1,0,0,2,0.178631743,0,0,2.442347035,0
0,1,1,0,0,0,3,-1.005270689,5,2,3.869115504,0
0,1,0,1,0,0,2,-0.635301179,0,0,4.310799125,0
0,0,0,1,0,0,3,-0.265331669,1,0,2.737880811,0
0,1,0,1,0,0,3,0.178631743,0,0,4.051711902,1
0,1,0,1,0,0,3,-0.339325571,0,0,2.157559321,0
0,1,0,1,0,0,3,-0.783288983,0,0,2.185579255,0
0,1,0,1,0,0,3,-0.265331669,0,0,2.202764758,0
0,1,0,0,0,0,2,-2.189173121,0,2,3.401197382,1
0,1,1,0,0,0,3,0.030643939,0,0,2.600836117,1
0,1,0,1,0,0,3,-0.561307277,0,0,2.302585093,0
0,1,0,1,0,0,3,-0.043349963,0,0,2.351375257,1
1,0,1,0,0,0,3,0.326619547,0,0,2.173330257,1
0,1,0,1,0,0,1,-0.117343865,0,0,3.873282177,0
0,1,1,0,0,0,2,-0.931276787,0,0,2.442347035,1
0,1,0,0,1,0,3,0.252625645,3,0,2.824350657,1
0,1,0,1,0,0,3,-1.005270689,1,3,3.566005356,0
0,1,0,1,0,0,3,0.400613449,0,0,2.202764758,0
0,1,1,0,0,0,1,-0.487313375,3,2,5.575949103,1
0,1,0,1,0,0,3,-0.413319473,0,0,2.202764758,0
0,1,0,1,0,0,3,-0.043349963,0,0,2.202764758,0
0,1,0,1,0,0,3,-0.709295081,0,0,2.180891923,0
0,1,0,1,0,0,1,1.214546371,1,0,4.12995299,0
0,1,0,1,0,0,3,-0.265331669,1,2,3.071535237,0
0,1,0,1,0,0,3,2.176467097,0,0,2.1102132,0
0,1,0,1,0,0,3,0.696589057,0,0,2.202764758,0
0,0,0,1,0,0,1,3.064393921,0,0,3.573866952,0
0,0,0,1,0,0,1,-0.487313375,0,1,4.164465908,1
0,1,0,0,1,0,2,0.326619547,0,1,3.17805383,1
0,1,0,1,0,0,2,0.326619547,1,0,3.295836866,0
0,1,1,0,0,0,3,-0.117343865,0,0,2.185579255,0
0,1,0,1,0,0,3,-0.561307277,0,0,2.185579255,0
0,1,0,1,0,0,1,-0.635301179,0,1,4.360387948,0
0,1,0,1,0,0,3,0.252625645,0,0,2.267393054,0
0,1,0,1,0,0,3,0.548601253,2,0,2.188856328,0
0,1,0,1,0,0,3,-0.117343865,0,0,2.185579255,0
0,1,1,0,0,0,3,-0.635301179,0,0,2.157559321,1
0,1,0,1,0,0,3,-0.561307277,0,0,2.171906769,1
0,1,0,1,0,0,3,0.622595155,0,0,2.185579255,0
1,0,1,0,0,0,3,0.178631743,1,0,3.224857897,1
0,1,0,1,0,0,1,1.288540273,0,0,3.970291914,0
0,0,1,0,0,0,3,-1.153258493,1,0,2.737880811,0
0,1,0,1,0,0,3,-0.561307277,0,0,2.202764758,0
0,1,1,0,0,0,3,-0.709295081,1,0,2.381858274,0
0,0,1,0,0,0,3,-0.931276787,0,0,2.738146076,0
0,1,0,1,0,0,3,-0.635301179,0,0,2.188856328,0
1,0,0,1,0,0,3,2.990400019,0,0,2.1690537,0
0,1,0,1,0,0,2,-0.043349963,1,0,3.091042453,0
0,0,0,1,0,0,1,-0.413319473,0,1,5.515526544,0
0,1,1,0,0,0,3,-2.041185317,4,2,3.474292937,0
0,1,0,1,0,0,2,-0.635301179,2,0,4.310799125,0
0,1,0,1,0,0,3,0.992564665,0,0,2.202764758,0
0,0,0,1,0,0,2,0.178631743,1,0,3.436268471,0
0,1,1,0,0,0,2,0.178631743,0,0,2.63905733,1
0,1,0,1,0,0,1,1.806497587,0,1,4.360387948,0
0,0,0,0,0,0,3,-1.301246297,1,0,2.504848156,1
1,0,0,1,0,0,3,-0.635301179,0,0,2.1690537,0
0,1,0,1,0,0,3,-0.413319473,0,0,2.096999003,1
0,0,1,0,0,0,3,0.548601253,1,1,3.150952381,1
0,1,0,1,0,0,3,1.140552469,0,0,2.076311649,0
0,0,0,1,0,0,3,0.252625645,0,0,2.185579255,0
0,1,0,1,0,0,3,-0.709295081,0,0,2.085672091,0
0,1,0,0,1,0,3,1.288540273,1,0,2.740840024,0
0,1,0,0,1,0,2,-0.043349963,1,0,3.295836866,1
0,1,0,1,0,0,2,-0.339325571,0,0,2.63905733,0
0,0,0,1,0,0,2,-0.487313375,0,0,2.775447133,0
0,1,1,0,0,0,1,-0.783288983,0,2,3.306274793,1
0,1,0,1,0,0,1,0.548601253,1,0,3.990834186,0
0,1,0,1,0,0,3,-1.005270689,0,0,2.324023636,0
0,0,0,1,0,0,1,-0.413319473,0,0,4.384523515,0
0,0,0,0,1,0,3,-0.413319473,0,2,2.787834414,0
0,1,1,0,0,0,3,-0.561307277,0,0,2.1690537,1
0,1,0,0,1,0,3,-0.413319473,1,0,2.824350657,1
1,0,0,1,0,0,3,-0.783288983,0,0,2.047692843,0
0,1,0,1,0,0,2,-0.857282885,0,0,2.525728644,0
0,1,0,1,0,0,2,-0.783288983,1,1,3.630985476,0
0,1,0,1,0,0,3,-0.191337767,0,0,2.174274335,1
0,1,1,0,0,0,3,-1.523228003,2,2,3.566005356,0
0,1,0,1,0,0,2,0.474607351,0,2,3.295836866,0
0,1,0,0,0,1,2,0.918570763,0,0,2.63905733,0
0,1,0,0,0,1,2,1.584515881,0,0,2.604539825,0
0,1,0,0,1,0,1,-0.561307277,1,0,4.213607983,1
0,1,0,1,0,0,3,1.880491489,0,0,2.202764758,0
0,1,0,1,0,0,3,0.770582959,0,2,2.740840024,0
0,1,0,1,0,0,3,0.252625645,0,0,2.117760406,0
0,0,0,1,0,0,1,1.584515881,0,1,4.133231886,0
1,0,1,0,0,0,3,-1.005270689,0,0,2.167143305,1
0,1,0,1,0,0,3,0.030643939,0,0,2.202764758,0
0,1,0,1,0,0,3,-0.117343865,0,0,2.268252414,0
0,1,0,0,0,0,3,-0.635301179,8,2,4.256321678,0
0,1,0,1,0,0,3,1.066558567,0,1,2.839078464,0
0,1,0,0,1,0,2,0.770582959,0,0,2.818398258,1
0,1,0,1,0,0,3,-0.265331669,0,0,2.171906769,0
0,1,0,1,0,0,3,-0.931276787,0,0,2.268252414,0
0,1,0,0,0,0,3,-2.115179219,4,1,3.70592092,0
0,1,0,0,0,0,3,-1.523228003,0,2,3.06921505,1
0,1,0,0,1,0,1,-0.857282885,0,1,4.025351691,1
0,1,0,0,1,0,3,1.140552469,1,4,3.363841595,0
0,1,0,1,0,0,1,0.178631743,0,0,3.293055223,0
0,1,0,1,0,0,3,-0.117343865,0,0,4.051711902,0
0,1,0,1,0,0,1,2.324454901,0,0,3.540959324,0
1,0,0,0,0,0,3,-1.893197513,4,1,3.405355392,0
0,1,1,0,0,0,3,-2.115179219,1,1,2.495953739,1
0,1,0,1,0,0,3,-0.635301179,0,0,2.188856328,0
0,0,0,1,0,0,1,1.954485391,0,0,3.45618418,0
0,1,0,1,0,0,3,-0.857282885,1,1,2.180891923,0
0,1,0,0,0,0,3,-0.413319473,3,1,3.275887339,0
0,0,1,0,0,0,1,1.510521979,0,0,3.391567833,0
0,1,0,1,0,0,2,0.030643939,0,0,2.63905733,0
0,1,0,1,0,0,3,0.474607351,0,0,0,0
0,1,1,0,0,0,3,-0.635301179,8,2,4.256321678,0
0,0,0,1,0,0,2,0.844576861,0,0,2.77570885,0
0,1,0,0,0,0,3,-1.523228003,4,2,3.477772546,0
0,1,0,0,0,0,2,-2.115179219,2,1,3.688879454,1
0,1,1,0,0,0,3,-1.893197513,0,2,3.136580582,1
0,1,0,1,0,0,1,-0.339325571,0,0,3.931825633,0
1,0,0,0,1,0,3,-0.043349963,1,0,2.803360381,1
0,1,0,1,0,0,1,1.140552469,0,0,3.316002536,1
1,0,0,1,0,0,3,0.770582959,1,1,2.803360381,0
0,1,0,1,0,0,3,0.474607351,0,0,2.185579255,0
0,1,0,0,1,0,2,0.178631743,0,0,2.63905733,1
0,1,0,1,0,0,2,-0.783288983,0,0,2.63905733,0
0,1,1,0,0,0,3,-0.783288983,1,0,2.180891923,1
0,1,0,0,0,0,2,-1.967191415,1,1,3.295836866,1
0,0,0,0,1,0,1,1.066558567,0,0,3.357621599,1
0,0,1,0,0,0,1,2.102473195,0,0,4.993969183,1
1,0,0,1,0,0,3,0.770582959,0,0,2.1690537,0
0,1,0,1,0,0,3,0.918570763,0,1,2.241156398,0
1,0,1,0,0,0,3,0.104637841,0,0,2.1690537,1
0,1,1,0,0,0,2,-0.413319473,0,0,2.63905733,0
0,1,0,1,0,0,3,-0.117343865,0,0,2.351375257,0
0,1,0,1,0,0,3,-0.857282885,8,2,4.256321678,0
0,1,0,1,0,0,3,0.326619547,0,0,2.014342864,0
0,0,0,1,0,0,3,1.140552469,0,0,2.107178297,0
0,1,0,1,0,0,3,-0.857282885,0,0,2.202764758,1
0,1,1,0,0,0,3,-2.041185317,0,1,2.439080838,0
0,1,0,1,0,0,3,0.178631743,1,0,2.824350657,0
0,0,0,1,0,0,3,-0.265331669,0,0,2.985050425,1
1,0,1,0,0,0,3,-1.005270689,0,0,2.1690537,1
0,0,0,1,0,0,1,0.770582959,0,0,3.465735903,1
0,1,0,1,0,0,3,-0.413319473,0,0,2.085672091,0
0,1,1,0,0,0,2,0.400613449,0,0,3.091042453,1
0,1,0,1,0,0,3,-0.561307277,0,0,2.1102132,0
0,1,0,1,0,0,2,0.030643939,0,0,2.63905733,0
1,0,0,1,0,0,3,-1.005270689,1,0,2.1690537,0
0,0,1,0,0,0,1,0.104637841,1,0,4.738607824,1
0,1,1,0,0,0,3,-0.191337767,0,0,2.188856328,1
0,1,0,1,0,0,2,0.918570763,1,0,3.33220451,0
0,0,1,0,0,0,1,0.178631743,0,0,4.347586576,1
0,1,0,1,0,0,2,0.030643939,0,0,2.442347035,0
0,1,0,1,0,0,3,-1.005270689,0,0,2.202764758,1
0,1,0,1,0,0,2,-0.191337767,0,0,2.63905733,0
0,1,0,1,0,0,3,1.584515881,0,0,2.202764758,0
0,1,0,1,0,0,3,0.844576861,0,0,2.185579255,0
0,1,0,1,0,0,1,0.622595155,1,0,4.510859507,1
0,1,0,1,0,0,3,-0.561307277,0,0,2.33698652,0
0,1,0,1,0,0,2,-0.783288983,0,0,2.442347035,1
0,1,0,1,0,0,3,-0.709295081,0,0,2.1102132,0
0,1,0,1,0,0,2,-0.857282885,0,0,2.63905733,0
0,1,1,0,0,0,3,-0.709295081,3,1,3.275887339,0
0,1,0,0,1,0,1,0.400613449,1,0,4.436455633,1
0,1,0,1,0,0,3,-0.043349963,0,0,2.171906769,0
0,1,0,1,0,0,2,2.176467097,0,0,2.674148649,0
0,1,1,0,0,0,3,-1.819203611,4,2,3.477772546,1
0,1,0,1,0,0,2,-0.413319473,0,0,2.442347035,0
0,1,1,0,0,0,3,-0.339325571,0,0,2.145931283,0
0,1,0,1,0,0,2,1.066558567,1,0,3.295836866,0
0,1,1,0,0,0,2,-1.597221905,0,2,3.305053521,1
0,1,0,1,0,0,2,-0.783288983,0,0,2.442347035,0
0,1,0,1,0,0,2,0.252625645,0,0,2.585882567,0
0,0,1,0,0,0,3,0.178631743,1,0,2.737880811,0
1,0,1,0,0,0,3,0.548601253,1,0,2.803360381,1
0,1,0,1,0,0,2,-0.043349963,0,0,2.442347035,0
0,1,0,1,0,0,3,-0.561307277,0,0,2.094945728,0
0,0,0,1,0,0,3,0.030643939,0,0,2.107178297,0
1,0,0,0,0,1,1,1.066558567,2,0,4.510859507,0
0,1,1,0,0,0,3,-0.339325571,0,0,2.171906769,0
0,1,0,0,1,0,2,-0.413319473,0,2,2.740840024,1
0,1,0,1,0,0,1,0.548601253,1,1,3.980694225,1
0,1,0,0,0,1,2,1.806497587,1,0,3.295836866,0
0,1,0,1,0,0,3,0.104637841,0,0,2.1102132,0
0,1,0,0,1,0,3,-0.043349963,1,1,2.439080838,0
0,1,0,1,0,0,1,2.398448803,0,0,3.316002536,0
0,1,0,1,0,0,3,0.030643939,1,0,2.839078464,0
0,1,0,0,1,0,3,0.844576861,0,2,3.054590631,0
0,0,0,0,1,0,3,-0.043349963,0,2,2.787834414,1
0,0,0,0,1,0,1,0.104637841,0,0,4.384523515,1
0,1,1,0,0,0,1,0.030643939,0,0,4.471638793,1
0,0,1,0,0,0,1,0.400613449,0,0,6.240917355,1
0,1,0,0,1,0,2,1.510521979,0,1,3.295836866,1
1,0,0,1,0,0,3,0.326619547,0,0,2.1690537,0
0,1,0,0,0,0,3,-1.967191415,4,2,3.477772546,1
0,1,0,1,0,0,1,1.658509783,1,1,4.390118805,0
0,1,0,1,0,0,1,0.770582959,0,0,0,0
1,0,1,0,0,0,3,-0.857282885,0,0,2.1690537,0
0,1,0,1,0,0,2,0.474607351,0,0,2.442347035,0
0,1,0,1,0,0,3,-1.005270689,4,1,3.70592092,0
0,1,0,1,0,0,3,-0.339325571,1,0,2.171906769,1
0,1,0,0,1,0,1,2.102473195,0,1,5.039951348,1
0,1,1,0,0,0,1,0.400613449,0,0,4.917300695,1
0,1,0,1,0,0,1,0.622595155,0,0,3.465735903,0
0,1,0,1,0,0,3,-0.339325571,0,0,0,1
0,1,0,0,1,0,2,0.844576861,0,1,3.020424886,1
0,0,0,1,0,0,1,0.548601253,0,1,3.424262655,0
1,0,1,0,0,0,3,-0.635301179,0,0,2.1690537,1
0,1,1,0,0,0,1,2.472442705,1,0,4.368919865,1
0,1,1,0,0,0,3,1.140552469,0,0,2.1690537,0
0,1,0,1,0,0,2,0.104637841,0,0,0,0
1,0,0,0,0,0,3,-1.671215807,4,1,3.405355392,0
0,1,0,0,1,0,3,0.400613449,1,1,3.056356895,1
1,0,0,1,0,0,3,2.620430509,0,0,2.1690537,0
0,1,0,1,0,0,3,-0.117343865,0,0,2.180891923,0
0,1,0,1,0,0,3,-1.005270689,0,0,2.351375257,0
0,1,0,1,0,0,3,-0.783288983,0,0,2.202764758,1
0,1,0,1,0,0,1,0.770582959,0,0,3.295836866,0
0,0,0,1,0,0,3,0.252625645,0,0,2.268252414,0
0,1,0,1,0,0,3,0.030643939,0,0,2.351375257,1
0,1,0,1,0,0,3,-0.561307277,0,0,2.185579255,0
0,1,0,1,0,0,2,0.918570763,0,0,2.63905733,1
1,0,1,0,0,0,3,-0.561307277,0,0,2.1690537,1
0,1,1,0,0,0,1,-0.265331669,0,0,4.380149875,1
0,0,0,0,1,0,1,-0.783288983,1,0,4.522649076,1
0,0,0,1,0,0,2,0.474607351,0,0,2.63008866,0
0,1,1,0,0,0,3,-0.413319473,0,0,2.287471455,0
0,1,0,1,0,0,3,-0.413319473,0,0,2.185579255,0
0,0,0,1,0,0,1,-0.635301179,0,0,3.357621599,0
0,0,0,1,0,0,3,-0.487313375,0,0,2.107688805,0
0,1,1,0,0,0,1,-2.041185317,1,2,5.027492411,0
0,1,0,1,0,0,1,0.474607351,0,0,3.449987546,1
0,0,0,0,1,0,1,1.510521979,0,1,5.515526544,1
1,0,1,0,0,0,3,-0.413319473,0,0,2.1690537,1
1,0,0,1,0,0,3,0.548601253,2,0,3.188416617,1
0,1,0,1,0,0,3,-0.783288983,0,0,0,0
1,0,1,0,0,0,2,-0.783288983,0,0,2.591516385,1
0,1,0,1,0,0,3,-1.005270689,0,0,2.202764758,0
0,1,0,0,0,0,1,-2.189173121,1,2,5.027492411,1
0,0,1,0,0,0,1,-0.265331669,0,0,4.717456364,1
0,0,0,0,1,0,1,-0.931276787,1,0,4.699570861,1
0,0,0,1,0,0,2,0.030643939,1,0,3.218875825,0
0,0,1,0,0,0,1,0.030643939,0,0,4.059221575,1
0,0,1,0,0,0,1,-0.413319473,0,0,4.432699549,1
0,0,1,0,0,0,1,-0.857282885,2,2,5.573578872,1
0,1,0,0,1,0,2,-0.265331669,1,1,3.295836866,0
0,1,0,1,0,0,3,-0.117343865,0,0,2.185579255,0
0,1,0,1,0,0,2,0.992564665,1,1,3.305053521,0
0,1,1,0,0,0,3,-0.265331669,0,0,2.180891923,1
0,1,0,0,1,0,2,-0.413319473,1,0,3.295836866,1
0,1,0,0,0,1,2,1.806497587,0,0,2.708050201,0
0,1,1,0,0,0,1,0.104637841,0,2,5.111184454,1
0,0,0,0,1,0,1,0.770582959,1,1,4.90897164,1
0,1,0,1,0,0,3,-0.561307277,0,0,2.1102132,0
0,1,0,1,0,0,3,-0.191337767,0,0,2.185579255,0
1,0,1,0,0,0,2,0.030643939,0,0,2.591516385,1
0,1,0,0,1,0,2,-0.561307277,1,1,3.401197382,1
0,1,0,1,0,0,3,0.400613449,8,2,4.256321678,0
0,0,1,0,0,0,1,0.474607351,0,0,4.917300695,1
0,1,0,1,0,0,3,2.324454901,0,0,1.979275843,0
0,1,0,0,1,0,2,0.474607351,0,0,2.63905733,1
0,1,0,0,1,0,3,0.104637841,1,1,3.06921505,1
0,0,1,0,0,0,1,-1.005270689,0,1,4.077184839,1
1,0,1,0,0,0,3,0.770582959,2,0,3.188416617,1
0,1,0,1,0,0,1,1.140552469,0,0,3.384390263,0
0,1,0,1,0,0,1,0.622595155,0,1,5.039951348,0
0,1,0,1,0,0,3,-1.005270689,2,0,2.944438979,0
0,1,0,0,1,0,1,0.770582959,1,0,4.902678819,1
0,1,0,1,0,0,3,-1.005270689,0,0,2.185579255,0
0,1,0,1,0,0,1,-0.043349963,1,0,4.213607983,0
0,0,1,0,0,0,1,0.844576861,0,0,4.90897164,1
0,1,0,1,0,0,3,1.140552469,0,0,2.202764758,1
0,1,0,1,0,0,1,1.140552469,0,0,3.597312261,0
0,1,0,0,0,0,2,-2.041185317,1,1,3.295836866,1
0,1,1,0,0,0,1,-0.413319473,3,2,5.575949103,1
0,1,0,1,0,0,2,-0.117343865,0,0,2.63905733,0
0,1,0,1,0,0,2,-0.339325571,0,0,2.63905733,0
0,1,0,1,0,0,2,0.474607351,0,0,2.63905733,0
0,1,1,0,0,0,2,-0.413319473,0,0,2.63905733,1
0,1,1,0,0,0,2,0.770582959,0,0,2.63905733,1
0,1,0,0,1,0,3,0.770582959,1,0,2.839078464,1
0,1,0,0,0,0,3,-1.967191415,1,1,2.827313622,1
0,1,0,1,0,0,3,0.918570763,0,0,2.268252414,0
0,1,0,1,0,0,3,-0.487313375,0,0,2.324835702,0
0,1,0,1,0,0,1,0.178631743,0,0,3.583518938,0
0,0,0,1,0,0,3,-1.079264591,1,1,2.107688805,0
0,1,0,1,0,0,3,-0.339325571,1,0,2.93385687,0
0,0,0,1,0,0,3,-0.265331669,0,0,2.107178297,0
0,1,0,1,0,0,3,-0.117343865,0,0,2.351375257,0
0,1,1,0,0,0,1,-0.561307277,0,1,4.025351691,1
0,1,1,0,0,0,2,0.622595155,0,0,2.63905733,0
1,0,1,0,0,0,3,-1.079264591,0,0,2.183711463,1
1,0,1,0,0,0,3,0.844576861,0,0,2.183711463,1
0,1,0,1,0,0,3,0.770582959,1,4,3.363841595,0
0,0,0,1,0,0,2,-0.043349963,1,0,3.357621599,0
0,0,0,0,1,0,3,1.140552469,0,1,2.737880811,0
0,1,0,1,0,0,3,0.400613449,0,0,2.085672091,0
1,0,0,1,0,0,3,0.918570763,1,0,2.803360381,0
0,1,0,1,0,0,3,0.030643939,0,0,2.1102132,0
0,0,0,0,1,0,1,2.250460999,1,0,4.334017415,1
0,0,0,0,1,0,3,0.104637841,0,0,2.107688805,1
1,0,1,0,0,0,3,0.252625645,0,0,2.1690537,1
0,0,0,0,1,0,1,-0.413319473,0,0,4.252771799,1
0,0,0,1,0,0,1,-0.339325571,1,0,4.033208247,1
0,1,0,1,0,0,3,-0.857282885,1,0,2.014342864,0
0,1,0,1,0,0,3,-0.783288983,0,0,2.202764758,0
0,0,0,1,0,0,1,-0.561307277,0,0,4.917300695,0
0,1,1,0,0,0,3,-1.967191415,3,1,3.094445746,0
0,0,0,0,1,0,1,-0.783288983,1,0,4.420896325,1
0,1,1,0,0,0,3,-0.561307277,0,0,2.1102132,1
0,0,0,1,0,0,1,-0.191337767,0,2,5.358941988,0
0,0,0,1,0,0,3,-0.709295081,0,0,1.611934793,0
0,1,0,1,0,0,3,-0.783288983,0,0,2.171906769,0
0,0,1,0,0,0,1,0.918570763,0,0,5.431645614,1
0,0,1,0,0,0,3,-2.115179219,0,2,2.817902613,1
0,1,0,1,0,0,3,0.178631743,0,0,2.188856328,0
0,1,0,0,1,0,1,0.400613449,1,0,3.970291914,1
0,1,0,1,0,0,3,0.770582959,0,0,2.185579255,0
0,1,0,1,0,0,2,-0.857282885,0,0,4.310799125,0
0,1,0,0,0,0,3,-2.115179219,5,2,3.869115504,0
0,1,1,0,0,0,2,0.474607351,0,0,2.63905733,1
1,0,0,1,0,0,3,0.696589057,0,0,2.166673728,0
0,0,1,0,0,0,2,-0.931276787,0,0,2.564949357,1
0,1,0,1,0,0,1,0.474607351,1,2,4.795790546,1
0,1,0,1,0,0,3,-0.635301179,0,0,2.174274335,1
0,1,0,1,0,0,3,-0.117343865,2,0,2.188856328,0
0,0,1,0,0,0,1,-0.487313375,1,0,4.738607824,1
0,1,0,0,1,0,3,-0.413319473,0,2,2.87356464,1
0,1,0,1,0,0,3,-0.561307277,0,0,2.174274335,0
0,1,1,0,0,0,3,0.104637841,0,0,2.180891923,0
0,1,0,1,0,0,2,1.214546371,0,0,3.295836866,0
0,1,0,0,0,1,2,-0.487313375,0,0,2.442347035,0
0,1,0,0,1,0,2,-0.117343865,0,0,2.613739522,1
0,1,0,1,0,0,3,0.696589057,0,0,2.188856328,1
0,1,0,1,0,0,3,-0.265331669,0,0,2.202764758,0
0,1,1,0,0,0,3,-0.635301179,1,0,2.381858274,0
0,1,0,1,0,0,3,-0.117343865,1,0,2.824350657,0
0,1,1,0,0,0,3,-0.709295081,0,0,2.268252414,0
0,1,0,1,0,0,2,0.326619547,1,0,3.091042453,0
0,1,0,1,0,0,3,1.584515881,0,0,2.1690537,0
0,1,0,0,0,0,2,-1.967191415,1,1,2.983153491,1
0,1,0,1,0,0,3,-0.635301179,0,0,2.171906769,0
0,1,1,0,0,0,3,-0.487313375,3,1,3.275887339,0
0,1,0,1,0,0,3,0.474607351,0,0,2.185579255,0
1,0,0,1,0,0,3,-0.635301179,0,0,2.061570298,0
1,0,1,0,0,0,1,0.252625645,1,0,4.510859507,1
0,1,0,1,0,0,2,0.992564665,0,0,0,0
0,1,0,1,0,0,3,1.066558567,0,0,2.188856328,1
0,1,0,0,1,0,3,0.252625645,0,0,2.202764758,0
0,1,0,0,1,0,2,0.326619547,1,1,3.511545439,1
0,1,1,0,0,0,2,-0.857282885,0,2,2.63905733,1
0,1,0,1,0,0,2,0.030643939,0,0,2.63905733,0
0,1,1,0,0,0,3,-1.449234101,0,2,3.224857897,0
0,0,0,1,0,0,3,0.770582959,0,0,2.185579255,0
1,0,0,1,0,0,3,-0.635301179,0,0,2.167143305,0
0,1,0,1,0,0,3,-0.043349963,0,0,2.183238335,0
0,1,0,0,1,0,3,-0.117343865,1,1,2.734367509,0
0,1,0,1,0,0,3,-0.857282885,1,1,3.054590631,0
0,1,0,1,0,0,3,0.992564665,0,0,2.1102132,0
0,1,0,0,1,0,2,-0.117343865,1,0,3.295836866,1
